graph_size eb_grd_gap eb_grd_t eb_is_gap eb_is_t eb_spd cc_grd_gap cc_grd_t cc_is_gap cc_is_t cc_spd cf_grd_gap cf_grd_t cf_is_gap cf_is_t cf_spd ec_grd_gap ec_grd_t ec_is_gap ec_is_t ec_spd cp_grd_gap cp_grd_t cp_is_gap cp_is_t cp_spd
10 7.0 6.0486793518066404e-05 7.0 0.008132338523864746 -211.8532130029098 0.0 6.861686706542969e-05 0.0 0.010075044631958009 -224.60469494221024 0.0 6.0176849365234376e-05 0.0 0.008421850204467774 -202.88102579038224 0.0 5.8484077453613284e-05 0.0 0.00919027328491211 -228.0321387064317 0.0 6.0725212097167966e-05 0.0 0.009229779243469238 -218.8327729168638
20 5.651515151515151 0.00010068416595458985 6.651515151515151 0.020678091049194335 -67.92943510813015 3.909090909090909 0.00014595985412597657 3.0 0.03601357936859131 -151.84449651431044 0.9090909090909092 0.000165557861328125 0.9090909090909092 0.04145259857177734 -217.8737693242865 7.964646464646465 0.00016455650329589845 5.853535353535354 0.04489376544952393 -242.05623681984252 0.0 0.00016493797302246093 0.0 0.04104704856872558 -183.23985455040713
50 9.63811489508084 0.00026264190673828123 7.3505331957344335 0.08516201972961426 98.88846351993536 5.1083591331269345 0.00030515193939208987 2.2291021671826625 0.09628982543945312 98.78479476940251 7.428620571035431 0.00028939247131347655 5.1083591331269345 0.08810997009277344 98.76811096549746 3.405572755417956 0.00027239322662353516 2.2291021671826625 0.11641805171966553 98.26246479886218 7.441692466460269 0.00025038719177246095 3.899208806329549 0.08300845623016358 98.79963710929378
100 11.283003952569171 0.0004843235015869141 9.649670619235836 0.2082423210144043 98.2948228430466 13.020487483530962 0.0005482196807861328 7.545125164690381 0.27306690216064455 97.85689566178948 10.8465744400527 0.0006343603134155273 6.692226613965744 0.24583203792572023 97.30753856519519 11.717786561264822 0.0006724834442138672 6.6241106719367595 0.5132727146148681 95.84935898262964 10.43300395256917 0.0005697727203369141 6.242226613965744 0.2752925634384155 93.89155941493746
200 19.346774193548384 0.0012269020080566406 17.108198924731184 0.8520797252655029 96.58659738739433 23.240591397849464 0.0010985851287841797 22.615591397849464 1.0942151069641113 95.5374262098534 20.669354838709676 0.001145792007446289 17.10819892473118 0.8408772706985473 92.16447687384998 19.408602150537632 0.0014097929000854493 27.38440860215054 2.116322565078735 91.9369245576357 18.451612903225804 0.0014301538467407227 12.316532258064516 1.4387760877609252 59.76085138827151
500 28.113240418118465 0.010154914855957032 28.113240418118465 13.637528729438781 86.1364133191586 33.23664343786295 0.00858919620513916 31.76103368176539 23.26246933937073 77.86490984246352 30.571428571428566 0.012249088287353516 30.571428571428566 16.083808541297913 10.276919777158383 29.564750290360042 0.01310887336730957 27.1431475029036 44.556643867492674 56.71209855244801 33.96138211382113 0.01035745143890381 35.69976771196283 26.87267713546753 -539.948065646681
